"applicant_id","applicant_date","applicant_time","cust_id","applicant_income","coapplicant_income","credit_history","property_area","loan_amount","loan_amount_term","loan_account_id"
"2411220003","20241122","115520","CI00000182","3800","3600","0.00","Urban","216","360","202411220003"
"2411220004","20241122","095512","CI00000026","5955","5625","1.00","Urban","315","360","202411220004"
"2411230001","20241123","101052","CI00000831","3775","0","1.00","Semiurban","110","360","202411230001"
"2411230002","20241123","153549","CI00000505","4483","0","0.00","Semiurban","135","360","202411230002"
"2411230003","20241123","111550","CI00000462","5417","0","0.00","Urban","143","480","202411230003"
"2411240001","20241124","142728","CI00000389","2965","5701","1.00","Urban","155","60","202411240001"
"2411240002","20241124","114513","CI00000262","3901","0","1.00","Urban","116","360","202411240002"
"2411240003","20241124","152512","CI00000240","3500","3250","1.00","Semiurban","140","360","202411240003"
"2411240004","20241124","154707","CI00000005","6000","0","1.00","Urban","141","360","202411240004"
"2411250001","20241125","154707","CI00000785","2600","1700","1.00","Rural","107","360","202411250001"
"2411250002","20241125","152512","CI00000780","2157","2730","0.00","Rural","140","360","202411250002"
"2411250003","20241125","095512","CI00000656","2149","3237","0.00","Semiurban","178","360","202411250003"
"2411250004","20241125","131421","CI00000358","4500","0","1.00","Rural","147","360","202411250004"
"2411250005","20241125","115520","CI00000287","2922","3396","1.00","Semiurban","122","360","202411250005"
"2411250006","20241125","103050","CI00000166","4490","0","1.00","Urban","125","360","202411250006"
"2411260001","20241126","131011","CI00000723","5833","750","0.00","Rural","49","360","202411260001"
"2411260002","20241126","140555","CI00000574","5000","3667","1.00","Semiurban","236","360","202411260002"
"2411260003","20241126","111550","CI00000522","10000","2690","1.00","Semiurban","412","360","202411260003"
"2411270001","20241127","154707","CI00000695","2213","1125","1.00","Urban",\N,"360","202411270001"
"2411270002","20241127","152512","CI00000555","3083","2168","1.00","Urban","126","360","202411270002"
"2411270003","20241127","115520","CI00000317","12000","0","1.00","Semiurban","164","360","202411270003"
"2411280001","20241128","143428","CI00000834","2733","1083","0.00","Semiurban","180","360","202411280001"
"2411280002","20241128","131011","CI00000123","5266","1774","1.00","Semiurban","187","360","202411280002"
"2411290001","20241129","142728","CI00000794","3271","0","1.00","Rural","90","360","202411290001"
"2411290002","20241129","153549","CI00000775","5530","0","0.00","Urban","135","360","202411290002"
"2411290003","20241129","114513","CI00000472","1800","2934","0.00","Urban","93","360","202411290003"
"2411290004","20241129","103050","CI00000406","5000","0","1.00","Rural","148","360","202411290004"
"2412010001","20241201","142728","CI00000962","3132","0","0.00","Rural","76","360","202412010001"
"2412010002","20241201","095512","CI00000915","6125","1625","1.00","Semiurban","187","480","202412010002"
"2412010003","20241201","142728","CI00000824","3400","0","1.00","Rural","95","360","202412010003"
"2412010004","20241201","115520","CI00000782","1972","4347","1.00","Rural","106","360","202412010004"
"2412010005","20241201","095512","CI00000761","6500","0","1.00","Urban","144","360","202412010005"
"2412010006","20241201","152512","CI00000465","1750","2935","0.00","Semiurban","94","360","202412010006"
"2412010007","20241201","143428","CI00000459","4400","0","0.00","Semiurban","127","360","202412010007"
"2412010008","20241201","115520","CI00000452","3158","3053","1.00","Rural","89","360","202412010008"
"2412020001","20241202","131421","CI00000853","5314","0","1.00","Urban","147","360","202412020001"
"2412020002","20241202","111550","CI00000747","2653","1500","0.00","Rural","113","180","202412020002"
"2412020003","20241202","153549","CI00000685","12876","0","1.00","Semiurban","405","360","202412020003"
"2412020004","20241202","101052","CI00000681","8624","0","1.00","Semiurban","150","360","202412020004"
"2412020005","20241202","153549","CI00000640","2167","2400","1.00","Urban","115","360","202412020005"
"2412020006","20241202","103050","CI00000196","6356","0","1.00","Rural","50","360","202412020006"
"2412030001","20241203","154707","CI00000860","3767","0","1.00","Urban","134","300","202412030001"
"2412030002","20241203","111550","CI00000012","3076","1500","1.00","Urban","126","360","202412030002"
"2412040001","20241204","095512","CI00000944","4750","0","1.00","Semiurban","94","360","202412040001"
"2412040002","20241204","115520","CI00000920","4700","0","1.00","Urban","80","360","202412040002"
"2412040003","20241204","101052","CI00000816","6300","0","0.00","Urban","125","360","202412040003"
"2412040004","20241204","132149","CI00000668","2720","0","0.00","Urban","80",\N,"202412040004"
"2412040005","20241204","111550","CI00000417","4931","0","0.00","Semiurban","128","360","202412040005"
"2412040006","20241204","153549","CI00000400","1809","1868","1.00","Urban","90","360","202412040006"
"2412040007","20241204","143428","CI00000369","2491","2054","1.00","Semiurban","104","360","202412040007"
"2412040008","20241204","114513","CI00000367","4758","0","1.00","Semiurban","158","480","202412040008"
"2412040009","20241204","143428","CI00000324","3125","2583","1.00","Semiurban","170","360","202412040009"
"2412050001","20241205","114513","CI00000502","4000","3917","1.00","Rural","173","360","202412050001"
"2412050002","20241205","115520","CI00000497","4334","2945","1.00","Semiurban","165","360","202412050002"
"2412050003","20241205","101052","CI00000261","2980","2083","1.00","Rural","120","360","202412050003"
"2412050004","20241205","154707","CI00000245","14866","0","1.00","Urban","70","360","202412050004"
"2412060001","20241206","142728","CI00000764","3547","0","0.00","Rural","80","360","202412060001"
"2412060002","20241206","101052","CI00000231","4766","1646","1.00","Semiurban","100","360","202412060002"
"2412060003","20241206","114513","CI00000082","3772","833","0.00","Semiurban","57","360","202412060003"
"2412060004","20241206","154707","CI00000020","3596","0","1.00","Urban","100","240","202412060004"
"2412070001","20241207","103050","CI00000949","9357","0","1.00","Semiurban","292","360","202412070001"
"2412070002","20241207","142728","CI00000903","3166","2064","0.00","Urban","104","360","202412070002"
"2412070003","20241207","143428","CI00000669","5000","2166","1.00","Urban","150","360","202412070003"
"2412070004","20241207","095512","CI00000626","2412","2755","1.00","Rural","130","360","202412070004"
"2412070005","20241207","142728","CI00000584","2500","0","1.00","Semiurban","96","480","202412070005"
"2412070006","20241207","153549","CI00000190","5050","0","1.00","Semiurban","118","360","202412070006"
"2412070007","20241207","152512","CI00000120","1875","1875","1.00","Semiurban","97","360","202412070007"
"2412080001","20241208","152512","CI00000919","3522","0","1.00","Rural","81","180","202412080001"
"2412080002","20241208","115520","CI00000692","1926","1851","1.00","Semiurban","50","360","202412080002"
"2412080003","20241208","140555","CI00000409","3083","0","1.00","Rural","255","360","202412080003"
"2412090001","20241209","142728","CI00000977","8072","240","1.00","Urban","253","360","202412090001"
"2412090002","20241209","140555","CI00000889","6958","1411","1.00","Rural","150","360","202412090002"
"2412090003","20241209","115520","CI00000767","3634","910","0.00","Semiurban","176","360","202412090003"
"2412090004","20241209","114513","CI00000742","2947","1664","0.00","Urban","70","180","202412090004"
"2412090005","20241209","152512","CI00000450","20667","0","1.00","Rural",\N,"360","202412090005"
"2412090006","20241209","142728","CI00000374","8333","0","1.00","Semiurban","280","360","202412090006"
"2412090007","20241209","111550","CI00000357","4258","0","1.00","Urban","125","360","202412090007"
"2412100001","20241210","101052","CI00000939","4283","3000","1.00","Rural","172","84","202412100001"
"2412100002","20241210","153549","CI00000655","3844","0","1.00","Urban","105","360","202412100002"
"2412100003","20241210","115520","CI00000572","2362","0","1.00","Urban","55","360","202412100003"
"2412100004","20241210","143428","CI00000399","2882","1843","1.00","Semiurban","123","480","202412100004"
"2412100005","20241210","131011","CI00000393","9703","0","1.00","Urban","112","360","202412100005"
"2412100006","20241210","153549","CI00000355","2221","0","0.00","Urban","60","360","202412100006"
"2412100007","20241210","111550","CI00000267","3417","1287","1.00","Semiurban","200","360","202412100007"
"2412110001","20241211","152512","CI00000919","3522","0","1.00","Rural","81","180","202412110001"
"2412110002","20241211","140555","CI00000908","2400","0","1.00","Urban","46","360","202412110002"
"2412110003","20241211","095512","CI00000851","6825","0","1.00","Rural","162","360","202412110003"
"2412110004","20241211","154707","CI00000800","4865","5624","1.00","Semiurban","208","360","202412110004"
"2412110005","20241211","095512","CI00000671","1820","1719","1.00","Urban","100","360","202412110005"
"2412110006","20241211","095512","CI00000641","7600","0","1.00","Semiurban","92","360","202412110006"
"2412110007","20241211","095512","CI00000626","2412","2755","1.00","Rural","130","360","202412110007"
"2412110008","20241211","152512","CI00000450","20667","0","1.00","Rural",\N,"360","202412110008"
"2412110009","20241211","131421","CI00000373","4083","0","0.00","Semiurban","103","360","202412110009"
"2412110010","20241211","103050","CI00000331","4923","0","0.00","Semiurban","166","360","202412110010"
"2412110011","20241211","111550","CI00000327","1907","2365","1.00","Urban","120",\N,"202412110011"
"2412110012","20241211","131011","CI00000063","1888","1620","1.00","Urban","48","360","202412110012"
"2412120001","20241212","101052","CI00000756","2947","1603","1.00","Urban",\N,"360","202412120001"
"2412120002","20241212","152512","CI00000705","2982","1550","1.00","Semiurban","110","360","202412120002"
"2412130001","20241213","140555","CI00000844","6133","3906","1.00","Urban","324","360","202412130001"
"2412130002","20241213","131011","CI00000828","7948","7166","1.00","Rural","480","360","202412130002"
"2412130003","20241213","140555","CI00000709","3466","1210","1.00","Rural","130","360","202412130003"
"2412130004","20241213","140555","CI00000664","3246","1417","1.00","Semiurban","138","360","202412130004"
"2412130005","20241213","142728","CI00000269","1596","1760","0.00","Urban","119","360","202412130005"
"2412130006","20241213","152512","CI00000150","3273","1820","1.00","Urban","81","360","202412130006"
"2412130007","20241213","095512","CI00000071","5649","0","1.00","Urban","44","360","202412130007"
"2412140001","20241214","114513","CI00000832","5285","1430","0.00","Semiurban","161","360","202412140001"
"2412140002","20241214","140555","CI00000679","3943","0","1.00","Semiurban","64","360","202412140002"
"2412140003","20241214","103050","CI00000631","2889","0","0.00","Urban","45","180","202412140003"
"2412140004","20241214","114513","CI00000517","15000","0","1.00","Rural","300","360","202412140004"
"2412150001","20241215","103050","CI00000751","5532","4648","1.00","Rural","162","360","202412150001"
"2412150002","20241215","114513","CI00000667","3186","3145","0.00","Semiurban","150","180","202412150002"
"2412150003","20241215","095512","CI00000626","2412","2755","1.00","Rural","130","360","202412150003"
"2412150004","20241215","154707","CI00000560","2666","2083","1.00","Rural","95","360","202412150004"
"2412150005","20241215","132149","CI00000488","2927","2405","1.00","Semiurban","111","360","202412150005"
"2412150006","20241215","131011","CI00000048","4692","0","1.00","Rural","106","360","202412150006"
"2412160001","20241216","140555","CI00000908","2400","0","1.00","Urban","46","360","202412160001"
"2412160002","20241216","114513","CI00000787","4983","0","1.00","Urban","141","360","202412160002"
"2412160003","20241216","152512","CI00000630","1500","1800","0.00","Semiurban","103","360","202412160003"
"2412170001","20241217","152512","CI00000963","3676","4301","1.00","Rural","172","360","202412170001"
"2412170002","20241217","143428","CI00000414","1599","2474","1.00","Semiurban","125","300","202412170002"
"2412170003","20241217","142728","CI00000044","4166","3369","0.00","Urban","201","360","202412170003"
"2412180001","20241218","143428","CI00000927","2868","0","1.00","Urban","70","360","202412180001"
"2412180002","20241218","101052","CI00000351","3343","1517","1.00","Rural","105","360","202412180002"
"2412190001","20241219","095512","CI00000851","6825","0","1.00","Rural","162","360","202412190001"
"2412190002","20241219","143428","CI00000609","3500","2168","1.00","Rural","149","360","202412190002"
"2412190003","20241219","114513","CI00000577","5708","0","1.00","Rural","150","360","202412190003"
"2412190004","20241219","154707","CI00000365","2014","2925","1.00","Rural","120","360","202412190004"
"2412200001","20241220","111550","CI00000477","1625","1803","1.00","Urban","96","360","202412200001"
"2412200002","20241220","131011","CI00000453","2600","1717","1.00","Semiurban","99","300","202412200002"
"2412200003","20241220","143428","CI00000339","2479","0","1.00","Urban","59","360","202412200003"
"2412210001","20241221","103050","CI00000856","2066","2108","1.00","Urban","104","84","202412210001"
"2412210002","20241221","115520","CI00000512","9167","0","1.00","Semiurban","235","360","202412210002"
"2412210003","20241221","154707","CI00000455","4124","0","1.00","Semiurban","115","360","202412210003"
"2412210004","20241221","154707","CI00000275","4523","1350","1.00","Urban","165","360","202412210004"
"2412210005","20241221","115520","CI00000077","1928","1644","1.00","Semiurban","100","360","202412210005"
"2412220001","20241222","143428","CI00000864","4283","0","1.00","Rural","120","360","202412220001"
"2412220002","20241222","143428","CI00000729","4354","0","1.00","Rural","136","360","202412220002"
"2412220003","20241222","131011","CI00000363","3250","0","1.00","Rural","170","360","202412220003"
"2412220004","20241222","142728","CI00000269","1596","1760","0.00","Urban","119","360","202412220004"
"2412230001","20241223","131421","CI00000748","4691","0","1.00","Semiurban","100","360","202412230001"
"2412230002","20241223","140555","CI00000739","6000","0","1.00","Rural","140","360","202412230002"
"2412230003","20241223","095512","CI00000356","4000","0","1.00","Urban","83","84","202412230003"
"2412230004","20241223","114513","CI00000217","6080","2569","0.00","Rural","182","360","202412230004"
"2412230005","20241223","153549","CI00000175","2458","5105","0.00","Rural","188","360","202412230005"
"2412240001","20241224","143428","CI00000009","5720","0","1.00","Urban","110","360","202412240001"
"2412250001","20241225","142728","CI00000977","8072","240","1.00","Urban","253","360","202412250001"
"2412250002","20241225","131011","CI00000907","1516","1951","1.00","Semiurban","35","360","202412250002"
"2412250003","20241225","154707","CI00000305","33846","0","1.00","Semiurban","260","360","202412250003"
"2412250004","20241225","132149","CI00000278","2439","3333","1.00","Rural","129","360","202412250004"
"2412250005","20241225","143428","CI00000129","3846","0","1.00","Semiurban","111","360","202412250005"
"2412260001","20241226","103050","CI00000979","5000","2393","1.00","Rural","158","360","202412260001"
"2412260002","20241226","103050","CI00000796","2241","2000","0.00","Urban","88","360","202412260002"
"2412260003","20241226","140555","CI00000664","3246","1417","1.00","Semiurban","138","360","202412260003"
"2412270001","20241227","095512","CI00000944","4750","0","1.00","Semiurban","94","360","202412270001"
"2412270002","20241227","140555","CI00000829","4680","2087","1.00","Semiurban",\N,"360","202412270002"
"2412270003","20241227","103050","CI00000526","2500","0","1.00","Urban","67","360","202412270003"
"2412270004","20241227","153549","CI00000205","2137","8980","0.00","Semiurban","137","360","202412270004"
"2412270005","20241227","101052","CI00000186","4750","3583","1.00","Semiurban","144","360","202412270005"
"2412270006","20241227","153549","CI00000115","4163","1475","1.00","Urban","162","360","202412270006"
"2412280001","20241228","152512","CI00000240","3500","3250","1.00","Semiurban","140","360","202412280001"
"2412280002","20241228","152512","CI00000135","3988","0","1.00","Urban","50","240","202412280002"
"2412280003","20241228","153549","CI00000130","2395","0","1.00","Semiurban",\N,"360","202412280003"
"2412290001","20241229","131421","CI00000946","3000","3416","1.00","Semiurban","56","180","202412290001"
"2412290002","20241229","140555","CI00000349","150","1800","1.00","Rural","135","360","202412290002"
"2412290003","20241229","114513","CI00000277","4583","0","1.00","Rural","112","360","202412290003"
"2412300001","20241230","132149","CI00000912","2360","3355","1.00","Rural","87","240","202412300001"
"2412300002","20241230","131421","CI00000688","3750","0","1.00","Urban","100","360","202412300002"
"2412300003","20241230","152512","CI00000675","4606","0","1.00","Rural","81","360","202412300003"
"2412300004","20241230","132149","CI00000473","2875","1750","1.00","Semiurban","105","360","202412300004"
"2412300005","20241230","143428","CI00000279","2237","0","0.00","Semiurban","63","480","202412300005"
"2412300006","20241230","095512","CI00000011","12841","10968","1.00","Semiurban","349","360","202412300006"
"2412310001","20241231","101052","CI00000891","19484","0","1.00","Semiurban","600","360","202412310001"
"2412310002","20241231","140555","CI00000574","5000","3667","1.00","Semiurban","236","360","202412310002"
"2412310003","20241231","114513","CI00000562","2423","505","1.00","Semiurban","130","360","202412310003"
"2412310004","20241231","095512","CI00000521","2654","1998","0.00","Rural","128","360","202412310004"
"2412310005","20241231","131011","CI00000408","16250","0","0.00","Urban","192","360","202412310005"
"2412310006","20241231","132149","CI00000143","4116","1000","1.00","Urban","30","180","202412310006"
"2412310007","20241231","095512","CI00000101","2267","2792","1.00","Urban","90","360","202412310007"
"2501010001","20250101","142728","CI00000524","5833","0","1.00","Urban","116","360","202501010001"
"2501010002","20250101","131421","CI00000463","2383","3334","1.00","Semiurban","172","360","202501010002"
"2501010003","20250101","140555","CI00000109","1750","2024","1.00","Semiurban","90","360","202501010003"
"2501020001","20250102","111550","CI00000837","1025","5500","0.00","Rural","216","360","202501020001"
"2501020002","20250102","095512","CI00000566","3875","0","1.00","Urban","67","360","202501020002"
"2501020003","20250102","154707","CI00000020","3596","0","1.00","Urban","100","240","202501020003"
"2501030001","20250103","154707","CI00000755","16667","2250","1.00","Semiurban","86","360","202501030001"
"2501030002","20250103","114513","CI00000562","2423","505","1.00","Semiurban","130","360","202501030002"
"2501030003","20250103","143428","CI00000414","1599","2474","1.00","Semiurban","125","300","202501030003"
"2501030004","20250103","131421","CI00000313","3350","1560","1.00","Urban","135","360","202501030004"
"2501030005","20250103","115520","CI00000257","39999","0","0.00","Semiurban","600","180","202501030005"
"2501030006","20250103","095512","CI00000176","3250","0","1.00","Semiurban","95","360","202501030006"
"2501030007","20250103","101052","CI00000171","4652","3583","1.00","Semiurban",\N,"360","202501030007"
"2501030008","20250103","154707","CI00000110","3200","2254","0.00","Urban","126","180","202501030008"
"2501030009","20250103","153549","CI00000025","7660","0","0.00","Urban","104","360","202501030009"
"2501040001","20250104","103050","CI00000949","9357","0","1.00","Semiurban","292","360","202501040001"
"2501040002","20250104","153549","CI00000640","2167","2400","1.00","Urban","115","360","202501040002"
"2501040003","20250104","152512","CI00000555","3083","2168","1.00","Urban","126","360","202501040003"
"2501040004","20250104","153549","CI00000265","2243","2233","0.00","Semiurban","107","360","202501040004"
"2501050001","20250105","131011","CI00000588","7830","2183","1.00","Rural","212","360","202501050001"
"2501050002","20250105","131421","CI00000043","3750","2083","1.00","Semiurban","120","360","202501050002"
"2501060001","20250106","153549","CI00000895","5509","0","1.00","Rural","143","360","202501060001"
"2501060002","20250106","115520","CI00000797","1792","2565","1.00","Urban","128","360","202501060002"
"2501060003","20250106","142728","CI00000734","7740","0","1.00","Urban","128","180","202501060003"
"2501060004","20250106","131011","CI00000453","2600","1717","1.00","Semiurban","99","300","202501060004"
"2501060005","20250106","131011","CI00000138","2500","2118","1.00","Semiurban","104","360","202501060005"
"2501060006","20250106","154707","CI00000080","4230","0","1.00","Semiurban","112","360","202501060006"
"2501070001","20250107","153549","CI00000973","4158","709","1.00","Urban","115","360","202501070001"
"2501070002","20250107","095512","CI00000806","2479","3013","1.00","Urban","188","360","202501070002"
"2501070003","20250107","131421","CI00000748","4691","0","1.00","Semiurban","100","360","202501070003"
"2501070004","20250107","103050","CI00000736","3015","2188","1.00","Rural","153","360","202501070004"
"2501070005","20250107","111550","CI00000657","2995","0","1.00","Urban","60","360","202501070005"
"2501080001","20250108","095512","CI00000761","6500","0","1.00","Urban","144","360","202501080001"
"2501080002","20250108","114513","CI00000682","6500","0","0.00","Rural","105","360","202501080002"
"2501080003","20250108","111550","CI00000582","2914","2130","1.00","Urban","150","300","202501080003"
"2501080004","20250108","132149","CI00000353","4283","2383","0.00","Semiurban","127","360","202501080004"
"2501080005","20250108","131011","CI00000333","3500","1083","1.00","Urban","135","360","202501080005"
"2501090001","20250109","103050","CI00000781","17263","0","1.00","Semiurban","225","360","202501090001"
"2501090002","20250109","131421","CI00000778","3691","0","1.00","Rural","110","360","202501090002"
"2501090003","20250109","152512","CI00000465","1750","2935","0.00","Semiurban","94","360","202501090003"
"2501090004","20250109","114513","CI00000397","6608","0","1.00","Urban","137","180","202501090004"
"2501090005","20250109","131011","CI00000348","3850","983","1.00","Semiurban","100","360","202501090005"
"2501090006","20250109","153549","CI00000190","5050","0","1.00","Semiurban","118","360","202501090006"
"2501090007","20250109","131011","CI00000093","3366","2200","1.00","Rural","135","360","202501090007"
"2501090008","20250109","142728","CI00000074","5400","4380","1.00","Urban","290","360","202501090008"
"2501090009","20250109","154707","CI00000065","2083","0","1.00","Urban","28","180","202501090009"
"2501090010","20250109","131011","CI00000048","4692","0","1.00","Rural","106","360","202501090010"
"2501100001","20250110","142728","CI00000884","3887","2669","1.00","Semiurban","162","360","202501100001"
"2501100002","20250110","154707","CI00000755","16667","2250","1.00","Semiurban","86","360","202501100002"
"2501100003","20250110","101052","CI00000051","12500","3000","1.00","Rural","320","360","202501100003"
"2501110001","20250111","153549","CI00000670","10000","0","1.00","Urban",\N,"360","202501110001"
"2501110002","20250111","115520","CI00000557","2625","6250","1.00","Rural","187","360","202501110002"
"2501120001","20250112","114513","CI00000940","2297","1522","1.00","Urban","104","360","202501120001"
"2501120002","20250112","132149","CI00000623","3436","3809","1.00","Rural","100","360","202501120002"
"2501120003","20250112","143428","CI00000069","4695","0","1.00","Urban","96",\N,"202501120003"
"2501130001","20250113","131011","CI00000798","2666","0","1.00","Semiurban","84","480","202501130001"
"2501130002","20250113","095512","CI00000671","1820","1719","1.00","Urban","100","360","202501130002"
"2501130003","20250113","095512","CI00000596","4817","923","1.00","Urban","120","180","202501130003"
"2501130004","20250113","132149","CI00000068","3765","0","1.00","Urban","125","360","202501130004"
"2501140001","20250114","101052","CI00000876","2454","2333","0.00","Urban","181","360","202501140001"
"2501140002","20250114","114513","CI00000742","2947","1664","0.00","Urban","70","180","202501140002"
"2501140003","20250114","111550","CI00000627","3033","1459","1.00","Urban","95","360","202501140003"
"2501140004","20250114","101052","CI00000201","10408","0","1.00","Urban","259","360","202501140004"
"2501140005","20250114","153549","CI00000055","9226","7916","1.00","Urban","300","360","202501140005"
"2501150001","20250115","115520","CI00000980","9200","0","1.00","Rural","98","180","202501150001"
"2501150002","20250115","115520","CI00000662","1025","2773","1.00","Rural","112","360","202501150002"
"2501150003","20250115","131421","CI00000508","2400","2167","1.00","Semiurban","115","360","202501150003"
"2501160001","20250116","095512","CI00000881","5333","0","1.00","Rural","90","360","202501160001"
"2501160002","20250116","131421","CI00000733","3333","3916","1.00","Rural","212","360","202501160002"
"2501160003","20250116","103050","CI00000691","3719","1585","1.00","Urban","114","360","202501160003"
"2501160004","20250116","143428","CI00000189","7451","0","1.00","Semiurban",\N,"360","202501160004"
"2501170001","20250117","111550","CI00000852","3708","4700","1.00","Semiurban","132","360","202501170001"
"2501170002","20250117","132149","CI00000848","6417","0","1.00","Rural","157","180","202501170002"
"2501170003","20250117","132149","CI00000578","3013","3033","0.00","Urban","95","300","202501170003"
"2501170004","20250117","132149","CI00000383","32000","0","0.00","Semiurban","550","360","202501170004"
"2501170005","20250117","131011","CI00000258","6000","0","0.00","Rural","160","360","202501170005"
"2501170006","20250117","115520","CI00000122","4755","0","0.00","Semiurban","95",\N,"202501170006"
"2501180001","20250118","101052","CI00000910","16666","0","1.00","Urban","275","360","202501180001"
"2501180002","20250118","142728","CI00000749","2500","0","0.00","Urban","93","360","202501180002"
"2501180003","20250118","111550","CI00000057","3667","1459","1.00","Semiurban","144","360","202501180003"
"2501190001","20250119","095512","CI00000915","6125","1625","1.00","Semiurban","187","480","202501190001"
"2501190002","20250119","152512","CI00000570","4723","0","1.00","Semiurban","81","360","202501190002"
"2501190003","20250119","103050","CI00000511","3166","2985","0.00","Rural","132","360","202501190003"
"2501190004","20250119","111550","CI00000132","6792","3338","1.00","Urban","187",\N,"202501190004"
"2501190005","20250119","132149","CI00000068","3765","0","1.00","Urban","125","360","202501190005"
"2501200001","20250120","143428","CI00000894","5800","0","1.00","Semiurban","132","360","202501200001"
"2501200002","20250120","115520","CI00000842","18165","0","1.00","Urban","125","360","202501200002"
"2501200003","20250120","153549","CI00000760","10833","0","1.00","Semiurban","234","360","202501200003"
"2501200004","20250120","132149","CI00000563","3813","0","1.00","Urban","116","180","202501200004"
"2501200005","20250120","142728","CI00000434","2833","1857","1.00","Rural","126","360","202501200005"
"2501200006","20250120","111550","CI00000402","2783","1456","1.00","Urban","113","360","202501200006"
"2501210001","20250121","131011","CI00000153","2779","3664","0.00","Semiurban","176","360","202501210001"
"2501210002","20250121","143428","CI00000129","3846","0","1.00","Semiurban","111","360","202501210002"
"2501210003","20250121","114513","CI00000082","3772","833","0.00","Semiurban","57","360","202501210003"
"2501220001","20250122","095512","CI00000641","7600","0","1.00","Semiurban","92","360","202501220001"
"2501220002","20250122","103050","CI00000541","2500","4600","1.00","Rural","176","360","202501220002"
"2501220003","20250122","154707","CI00000335","4408","0","1.00","Semiurban","120","360","202501220003"
"2501220004","20250122","152512","CI00000330","2600","2500","1.00","Semiurban","90","360","202501220004"
"2501220005","20250122","114513","CI00000307","39147","4750","1.00","Semiurban","120","360","202501220005"
"2501220006","20250122","095512","CI00000161","7016","292","1.00","Urban","125","360","202501220006"
"2501230001","20250123","140555","CI00000889","6958","1411","1.00","Rural","150","360","202501230001"
"2501230002","20250123","131011","CI00000873","2492","2375","1.00","Rural",\N,"360","202501230002"
"2501230003","20250123","152512","CI00000690","4010","1025","1.00","Urban","120","360","202501230003"
"2501230004","20250123","154707","CI00000575","5384","0","1.00","Semiurban","150","360","202501230004"
"2501230005","20250123","143428","CI00000159","1977","997","1.00","Semiurban","50","360","202501230005"
"2501230006","20250123","131421","CI00000043","3750","2083","1.00","Semiurban","120","360","202501230006"
"2501240001","20250124","132149","CI00000473","2875","1750","1.00","Semiurban","105","360","202501240001"
"2501240002","20250124","131011","CI00000423","5166","0","1.00","Semiurban","128","360","202501240002"
"2501240003","20250124","101052","CI00000186","4750","3583","1.00","Semiurban","144","360","202501240003"
"2501240004","20250124","131011","CI00000168","13650","0","1.00","Urban",\N,"360","202501240004"
"2501240005","20250124","115520","CI00000092","2132","1591","1.00","Semiurban","96","360","202501240005"
"2501250001","20250125","154707","CI00000785","2600","1700","1.00","Rural","107","360","202501250001"
"2501260001","20250126","153549","CI00000805","3583","0","1.00","Urban","96","360","202501260001"
"2501260002","20250126","115520","CI00000707","7333","8333","0.00","Rural","175","300","202501260002"
"2501260003","20250126","153549","CI00000055","9226","7916","1.00","Urban","300","360","202501260003"
"2501270001","20250127","132149","CI00000653","4333","0","1.00","Urban","66","480","202501270001"
"2501270002","20250127","142728","CI00000389","2965","5701","1.00","Urban","155","60","202501270002"
"2501270003","20250127","115520","CI00000212","3865","1640","1.00","Rural",\N,"360","202501270003"
"2501280001","20250128","153549","CI00000880","5468","1032","1.00","Semiurban","26","360","202501280001"
"2501280002","20250128","152512","CI00000705","2982","1550","1.00","Semiurban","110","360","202501280002"
"2501290001","20250129","101052","CI00000756","2947","1603","1.00","Urban",\N,"360","202501290001"
"2501290002","20250129","095512","CI00000656","2149","3237","0.00","Semiurban","178","360","202501290002"
"2501290003","20250129","101052","CI00000651","2513","1110","1.00","Semiurban","107","360","202501290003"
"2501290004","20250129","115520","CI00000647","3867","0","1.00","Semiurban","62","360","202501290004"
"2501290005","20250129","103050","CI00000541","2500","4600","1.00","Rural","176","360","202501290005"
"2501290006","20250129","114513","CI00000502","4000","3917","1.00","Rural","173","360","202501290006"
"2501290007","20250129","152512","CI00000135","3988","0","1.00","Urban","50","240","202501290007"
"2501300001","20250130","114513","CI00000911","2292","1558","1.00","Urban","119","360","202501300001"
"2501300002","20250130","132149","CI00000833","2600","700","1.00","Semiurban","96","360","202501300002"
"2501300003","20250130","111550","CI00000522","10000","2690","1.00","Semiurban","412","360","202501300003"
"2501310001","20250131","132149","CI00000926","3391","1966","0.00","Rural","133","360","202501310001"
"2501310002","20250131","153549","CI00000595","2764","1459","1.00","Urban","110","360","202501310002"
"2501310003","20250131","115520","CI00000467","4666","0","1.00","Urban","135","360","202501310003"
"2502010001","20250201","142728","CI00000809","3729","0","1.00","Semiurban","117","360","202502010001"
"2502010002","20250201","143428","CI00000624","3276","484","0.00","Semiurban","135","360","202502010002"
"2502010003","20250201","115520","CI00000482","2400","1863","0.00","Urban","104","360","202502010003"
"2502010004","20250201","132149","CI00000383","32000","0","0.00","Semiurban","550","360","202502010004"
"2502010005","20250201","103050","CI00000331","4923","0","0.00","Semiurban","166","360","202502010005"
"2502010006","20250201","153549","CI00000070","3410","0","1.00","Urban","88",\N,"202502010006"
"2502020001","20250202","095512","CI00000896","9699","0","1.00","Urban","300","360","202502020001"
"2502020002","20250202","153549","CI00000880","5468","1032","1.00","Semiurban","26","360","202502020002"
"2502020003","20250202","101052","CI00000786","4625","2857","0.00","Urban","111","12","202502020003"
